电影名,韦卓链接,百度链接,夸克链接,迅雷链接,其他链接
['百年的新娘 백년의 신부 （2014）'],http://www.weizhuos.cn/?p=234,视频：百度云盘 提取码: nv7m https://pan.baidu.com/s/1I_KlzRSeJRC8gQMs5TqV6w,,,
['你是谁 - 学校2015 후아유 - 학교 2015 (2015)'],http://www.weizhuos.cn/?p=235,视频：百度云盘  密码:hnfd https://pan.baidu.com/s/1JDrQVJzqysP7zsuLhFSK4w,,,
['好日子 좋은 날\xa0(2014)'],http://www.weizhuos.cn/?p=236,视频：百度云盘  https://pan.baidu.com/s/1slsJC0P,,,
['好运罗曼史 운빨로맨스 (2016)'],http://www.weizhuos.cn/?p=237,视频：百度云盘 密码: nach  https://pan.baidu.com/s/1vyI50pwkVSMT9dW1BvzKOw,,,
['最后之舞 마지막 춤은 나와 함께 【完结】【韩剧】'],http://www.weizhuos.cn/?p=238,,,,
['心连心 하트 투 하트 (2015)'],http://www.weizhuos.cn/?p=239,,,视频：迅雷云盘 提取码：8ab3 https://pan.xunlei.com/s/VN0ay8X5aLJAsSI0zQj4sG7oA1,
['神话放送 第二季 신화방송 시즌2【完结】【韩国综艺&韩剧】'],http://www.weizhuos.cn/?p=240,,,,
['花木兰 花木蘭 (1998)'],http://www.weizhuos.cn/?p=241,视频：百度云盘 https://yun.baidu.com/s/1cDmKGm,,,
['杀出阴阳界 (2017)'],http://www.weizhuos.cn/?p=242,视频：百度云盘 提取码: tk5u   https://pan.baidu.com/s/1gQGjEegLPMwVM8ntK0SFWA,,,
['钱的战争 쩐의전쟁 【完结】【韩剧】'],http://www.weizhuos.cn/?p=243,,,,
['呼吸 숨 (2007)'],http://www.weizhuos.cn/?p=244,视频：百度云盘 https://pan.baidu.com/s/1qW776Mg,,,
['我恋爱的一切 내 연애의 모든 것 （2013）'],http://www.weizhuos.cn/?p=245,视频：百度云盘 https://yun.baidu.com/s/1zYgQa,,,
['艾克斯奥特曼 ウルトラマンX\xa0(2015)'],http://www.weizhuos.cn/?p=246,视频：百度云盘 提取码：bd9g https://pan.baidu.com/s/1OQ44ajclaS4fcVtwCf2_DQ,,,
['鲨鱼 상어 (2013)'],http://www.weizhuos.cn/?p=247,视频：百度云盘 https://yun.baidu.com/s/1bnxyssZ,,,
['圣诞节会下雪吗？ 크리스마스에 눈이 올까요? 【完结】【韩剧】'],http://www.weizhuos.cn/?p=249,视频：百度云盘 密码: n7tg https://pan.baidu.com/s/1bcHn9Ita2CSWsM4hnwSEcA,,,
['母亲的双眼 The Eyes of My Mother (2016)'],http://www.weizhuos.cn/?p=250,视频：百度云盘  https://pan.baidu.com/s/1o769RyM,,,
['甜蜜青春 달콤청춘 (2015)'],http://www.weizhuos.cn/?p=251,视频：百度云盘 密码: use7  （神叨字幕组） http://pan.baidu.com/s/1qYf6dgK,,,
"[""What's up 왓츠업 【完结】【韩剧】""]",http://www.weizhuos.cn/?p=252,,,,
['生死罗布泊 (2012)'],http://www.weizhuos.cn/?p=253,视频：百度云盘 提取码：zhuo https://pan.baidu.com/s/1WPKm4V7qyg-o70YDxo0Sfg,,,
['人间中毒 인간중독 (2014)'],http://www.weizhuos.cn/?p=254,,视频：夸克云盘 https://pan.quark.cn/s/d187b7297c2b,视频：迅雷云盘  https://pan.xunlei.com/s/VNVizjml6wyc7YyMjOez4xinA1?pwd=ejnw#,
['市政厅 시티홀 【完结】【韩剧】'],http://www.weizhuos.cn/?p=255,,,,
['花非花雾非雾 (2013)'],http://www.weizhuos.cn/?p=257,,,视频：迅雷云盘 https://pan.xunlei.com/s/VNZfazSrk_DhQTiE60bubKFWA1?pwd=i7st#,
['BIG 빅 【完结】【韩剧】'],http://www.weizhuos.cn/?p=258,,,,
['谢谢 고맙습니다 【完结】【韩剧】'],http://www.weizhuos.cn/?p=259,,,,
['士兵突击 (2006)'],http://www.weizhuos.cn/?p=260,视频：百度云盘  提取码：202s http://pan.baidu.com/s/1dFcplRz,视频：夸克云盘 https://pan.quark.cn/s/c7576564cd01,,
['火蓝刀锋\xa0(2012)'],http://www.weizhuos.cn/?p=261,视频：百度云盘  提取码：h43a http://pan.baidu.com/s/1ctWnOM,,,
['银魂 銀魂 1-4季全集 + 剧场版+真人版'],http://www.weizhuos.cn/?p=262,,,,
['红蜘蛛 1 - 2'],http://www.weizhuos.cn/?p=263,视频：百度云盘 提取码: q6nw   https://pan.baidu.com/s/1fZy2e9hA-WGgW_hCLItOgQ,,,
['排球少年 ハイキュー!! 1-4季'],http://www.weizhuos.cn/?p=264,,,,
"[""两小无猜 Jeux d'enfants\xa0(2003)""]",http://www.weizhuos.cn/?p=265,,,,
['吸血鬼日记 The Vampire Diaries Season 1-8'],http://www.weizhuos.cn/?p=266,视频：百度云盘 提取码: zhuo   https://pan.baidu.com/s/1pO-gBXUnooV1qy4vpXVoYw?pwd=zhuo,视频：夸克云盘 https://pan.quark.cn/s/e58d96bd3938,,
['初代吸血鬼 The Originals Season 1 - 5'],http://www.weizhuos.cn/?p=267,,,,
['毒枭 Narcos Season 1-3'],http://www.weizhuos.cn/?p=268,,,,
['三生三世十里桃花 (2017)'],http://www.weizhuos.cn/?p=269,,,,
['美国队长 Captain America 1-3'],http://www.weizhuos.cn/?p=270,,,,
['行尸走肉 The Walking Dead 1 - 10 季'],http://www.weizhuos.cn/?p=271,,,,
['无耻之徒(美版) Shameless Season 1 - 11'],http://www.weizhuos.cn/?p=272,,,,
['开荒岛民 Wrecked 1 - 3季'],http://www.weizhuos.cn/?p=273,,,,
['命中注定我爱你 you are my destiny (2017) [泰国版]'],http://www.weizhuos.cn/?p=275,,,,
['暗徒 (2017)'],http://www.weizhuos.cn/?p=276,视频：百度云盘  密码：joff https://pan.baidu.com/s/1H4eb4x7sBDJNpjeMGcJBzg,,,
['变形金刚 Transformers 1 - 5'],http://www.weizhuos.cn/?p=278,,,,
['秦时明月系列合集'],http://www.weizhuos.cn/?p=279,视频：百度云盘 提取码:2gqn https://pan.baidu.com/s/1vuw-AOWfgMSVnY9muhN-Cg,,,
['美国恐怖故事 American Horror Story Season 1 - 11'],http://www.weizhuos.cn/?p=280,,,,
['纸牌屋  House of Cards Season  1 - 6 季'],http://www.weizhuos.cn/?p=281,,视频：夸克云盘 https://pan.quark.cn/s/eaef37a71289,视频：迅雷云盘 提取码：sqrm https://pan.xunlei.com/s/VMgaDw-99vvgcwrbX6DFwQGSA1,
['童话镇  Once Upon a Time 1-7季'],http://www.weizhuos.cn/?p=282,,,,
['下一站婚姻\xa0(2014)'],http://www.weizhuos.cn/?p=283,视频：百度云盘 提取码: 4567  https://pan.baidu.com/s/1NnbRV_Z9o54F8Z10dvUGAA?pwd=4567,,,
['蓝色骨头 (2013)'],http://www.weizhuos.cn/?p=284,视频：百度云盘 提取码：6a6i https://pan.baidu.com/s/1RA1e1XgcztwHHg3UhKeUhQ,,,
['砂之塔：知道太多事情的邻居 砂の塔～知りすぎた隣人 (2016)'],http://www.weizhuos.cn/?p=285,,,,
['火影忍者：博人传之次世代继承者 BORUTO-ボルト- NARUTO NEXT GENERATIONS (2017)'],http://www.weizhuos.cn/?p=286,,,,
['火星 星星之火 / 火之粉 / 火星儿 火の粉 (2016)'],http://www.weizhuos.cn/?p=287,,,,
['ON 异常犯罪捜査官 藤堂比奈子 ON 異常犯罪捜査官・藤堂比奈子 (2016)'],http://www.weizhuos.cn/?p=288,,,,
['也许很突然，明天我要结婚了 突然ですが、明日結婚します (2017)'],http://www.weizhuos.cn/?p=289,视频：百度云盘 提取码: ms5d  https://pan.baidu.com/s/1OEIKDCbVhAMFbL1e2YzFDw,,,
['Byplayer：如果这6名配角共同生活的话 バイプレイヤーズ～もしも6人の名脇役がシェアハウスで暮らしたら～ (2017)'],http://www.weizhuos.cn/?p=290,视频：百度云盘 密码: yqfi https://pan.baidu.com/s/1qZ76cZM,,,
['完美音调 Pitch Perfect 1-2'],http://www.weizhuos.cn/?p=291,,,,
['鲛珠传 (2017)'],http://www.weizhuos.cn/?p=292,,,,
['军舰岛 군함도 (2017)'],http://www.weizhuos.cn/?p=293,视频：百度云盘 提取码：83ci  https://pan.baidu.com/s/1W8TcQHufhOn-UKObc7X93Q,,,
['荡寇风云 (2017)'],http://www.weizhuos.cn/?p=294,,,,
['班长大人 (2017)'],http://www.weizhuos.cn/?p=295,,,,
['马男波杰克 BoJack Horseman Season 1- 6 季'],http://www.weizhuos.cn/?p=296,,,,
['好朋友们 좋은 친구들 (2014)'],http://www.weizhuos.cn/?p=297,视频：百度云盘  密码：xn83 http://pan.baidu.com/s/1o8dsZVG,,,
['A LIFE～深爱的你～ A LIFE〜愛しき人〜 (2017)'],http://www.weizhuos.cn/?p=298,视频：百度云盘  https://pan.baidu.com/s/1bFlDFK,,,
['超级职员左江内氏 スーパーサラリーマン左江内氏 (2017)'],http://www.weizhuos.cn/?p=299,视频：百度云盘 提取码: jriv https://pan.baidu.com/s/1aau4TTpS3Xl9RP6MhXIBGg,,,
['妈妈，不当你的女儿可以吗？ お母さん、娘をやめていいですか？ (2017)'],http://www.weizhuos.cn/?p=300,,,,
['求职家族 就活家族～きっと、うまくいく～ (2017)'],http://www.weizhuos.cn/?p=301,,,,
['是，大臣 Yes Minister 1-3季'],http://www.weizhuos.cn/?p=302,视频：百度云盘  https://yun.baidu.com/s/1o6vBy1G,,,
"['是，首相 Yes, Prime Minister 1-2季']",http://www.weizhuos.cn/?p=303,视频：百度云盘  https://pan.baidu.com/s/1aY6R3,,,
"['是，首相现代版 Yes, Prime Minister (2013)']",http://www.weizhuos.cn/?p=304,视频：百度云盘 https://pan.baidu.com/s/18uNxF,,,
['黄铜茶壶 The Brass Teapot (2012)'],http://www.weizhuos.cn/?p=305,,,,
['移动迷宫 The Maze Runner 1- 2'],http://www.weizhuos.cn/?p=306,,,,
['阿唐奇遇 (2017)'],http://www.weizhuos.cn/?p=307,,,,
['家族之间何必这样 가족끼리 왜이래 (2014)'],http://www.weizhuos.cn/?p=308,视频：百度云盘 https://yun.baidu.com/s/1geMQ5Jt,,,
['垫底辣妹 ビリギャル (2015)'],http://www.weizhuos.cn/?p=310,视频：百度云盘 https://pan.baidu.com/s/1qYlhMW0,,,
['录取通知 Accepted\xa0(2006)'],http://www.weizhuos.cn/?p=311,视频：百度云盘 提取码: exd8  https://pan.baidu.com/s/1-X2tLuf3kTTaZNLfi-VBQw,,视频：迅雷云盘 提取码：nvc2 https://pan.xunlei.com/s/VMyrujHd4EUrrc8WNa9rLUEeA1,
['美人制造 (2014)'],http://www.weizhuos.cn/?p=312,,,视频：迅雷云盘 提取码：ynqg https://pan.xunlei.com/s/VN6jgi7gt_E8eqgPoD-8sQ4RA1?pwd=ynqg&origin=lilizj,
['艺伎回忆录 Memoirs of a Geisha (2005)'],http://www.weizhuos.cn/?p=313,视频：百度云盘 提取码: 5mvy   https://pan.baidu.com/s/1PGZ6IvGovGc6MCP_LUkvRg,,,
['父子雄兵 (2017)'],http://www.weizhuos.cn/?p=314,,,"视频：迅雷云盘 提取码：kuru
 https://pan.xunlei.com/s/VMgE_vsfb1llREXoxGOQPHIWA1",
['青盲 (2012)'],http://www.weizhuos.cn/?p=315,视频：百度云盘 提取码：k0sf  https://pan.baidu.com/s/1JbgXygU6FzXQdoaQhK6tXg,,,
['大病 The Big Sick (2017)'],http://www.weizhuos.cn/?p=316,,,,
['办公室 The Office Season 1 - 9'],http://www.weizhuos.cn/?p=319,视频：百度云盘 提取码:xmxe https://pan.baidu.com/s/1bxCTSPUbSAwGZ2bcPqd2iQ,,,
['夜访吸血鬼 Interview with the Vampire: The Vampire Chronicles (1994)'],http://www.weizhuos.cn/?p=320,,,,
['粉红猪小妹 / 小猪佩奇 Peppa Pig Season 1 - 4'],http://www.weizhuos.cn/?p=321,第四季视频：百度云盘 https://yun.baidu.com/s/1bpCOv3h#list/path=%2F&parentPath=%2F,,,
['黑暗面 La cara oculta (2011)'],http://www.weizhuos.cn/?p=322,视频：百度云盘 提取码：63ur https://pan.baidu.com/s/1c2xzpW7KJVvSArkg9L91gg,,,
['彩云国物语 彩雲国物語1-2 季'],http://www.weizhuos.cn/?p=323,视频：百度云盘 提取码：3tsq https://pan.baidu.com/s/1pneQjKlgndtuBV78Lkw9Qg,,,
['波士顿法律 Boston Legal Season 1 - 5'],http://www.weizhuos.cn/?p=325,,,,
['迪奥与我 Dior et moi (2014)'],http://www.weizhuos.cn/?p=326,视频：百度云盘 https://pan.baidu.com/s/1eQuGw9c,,,
['极盗车神 Baby Driver (2017)'],http://www.weizhuos.cn/?p=327,视频：百度云盘    密码：uf6k http://pan.baidu.com/s/1cHDpMm,,,
['少女特工队 D.E.B.S. (2004)'],http://www.weizhuos.cn/?p=328,,,视频：迅雷云盘 提取码：4chd https://pan.xunlei.com/s/VMcYrjGl11ab6UpHaWzsXDRPA1,
['美少女特攻队 Sucker Punch (2011)'],http://www.weizhuos.cn/?p=329,视频：百度云盘 密码: 3eg4 https://pan.baidu.com/s/1K8jHRZUmGp0UoRXJecmSXg,,,
['职场是个技术活 (2017)'],http://www.weizhuos.cn/?p=331,视频：百度云盘 密码: pbb4 https://pan.baidu.com/s/1pLUElwn,,,
['一把青 (2015)'],http://www.weizhuos.cn/?p=332,视频：百度云盘 提取码: mc94 https://pan.baidu.com/s/1UruDIBtlMng6JfySf4toSw,,,
['他是龙 Он - дракон (2015)'],http://www.weizhuos.cn/?p=333,视频：百度云盘 提取码: 4567 https://pan.baidu.com/s/1Hn7b7DcQQdBuF-6mlQzmyg?pwd=4567,,,
['女主角失格 ヒロイン失格 (2015)'],http://www.weizhuos.cn/?p=334,视频：百度云盘 密码: wi6s https://pan.baidu.com/s/1miMI8A0,,,
['心灵传输者 Jumper (2008)'],http://www.weizhuos.cn/?p=335,视频：百度云盘 https://pan.baidu.com/s/1jIE8DMY,,,
['奋斗 (2007)'],http://www.weizhuos.cn/?p=336,视频：百度云盘 提取码:u2nd  https://pan.baidu.com/s/1T2Tkz5loSzp0pZU5Ec5yWw,,,
['美少年之恋 (1998)'],http://www.weizhuos.cn/?p=337,,,视频：迅雷云盘 提取码：t5hm https://pan.xunlei.com/s/VN8cmbjs8mjkepJ9c9FvtSJ2A1?pwd=t5hm#,
['潘神的迷宫 El laberinto del fauno (2006)'],http://www.weizhuos.cn/?p=338,,,,
['爱情公寓 1 - 5 季'],http://www.weizhuos.cn/?p=339,,,,
['小丑回魂 IT (1990)'],http://www.weizhuos.cn/?p=340,,,视频：迅雷云盘 提取码：pbhq https://pan.xunlei.com/s/VMgGo9BWWGEJeTsbAr9V5sf1A1,
['游戏规则 (2017)'],http://www.weizhuos.cn/?p=341,,,,
['已经开始想你 Miss You Already (2015)'],http://www.weizhuos.cn/?p=342,视频：百度云盘 https://yun.baidu.com/s/1o7dcShO,,,
['山河故人 (2015)'],http://www.weizhuos.cn/?p=343,视频：百度云盘 密码：vu3j https://pan.baidu.com/s/1slyQH9V,,,
['王牌特工：特工学院 Kingsman: The Secret Service (2015)'],http://www.weizhuos.cn/?p=344,视频：百度云盘 提取码：hgfj https://pan.baidu.com/s/1pJL5iv5,,,
['我脑中的橡皮擦 내 머리 속의 지우개 (2004)'],http://www.weizhuos.cn/?p=346,视频：百度云盘 密码：hfea http://pan.baidu.com/s/1gfpXHy7,,,
['假如爱有天意 클래식 (2003)'],http://www.weizhuos.cn/?p=347,视频：百度云盘 提取码: i9xi https://pan.baidu.com/s/1MPy4_8aWZBXAqDgS-p0jPg,,,
['死囚大逃杀 The Condemned 1 - 2'],http://www.weizhuos.cn/?p=348,,,,
['鬼吹灯之牧野诡事 (2017)'],http://www.weizhuos.cn/?p=351,视频：百度云盘 提取码：7777 https://pan.baidu.com/s/1roTTIPL-H4gJQ5JPci2MgQ,,,
['我是马布里 (2017)'],http://www.weizhuos.cn/?p=353,视频：百度云盘 提取码：zhuo  https://pan.baidu.com/s/1oXjp2lL03A38bDohei1tVw,,,
['福斯特医生 / 出轨的爱人 Doctor Foster Season 1 - 2'],http://www.weizhuos.cn/?p=355,,,,
['奇迹 奇蹟 (1989)'],http://www.weizhuos.cn/?p=356,视频：百度云盘 密码：f8kg https://pan.baidu.com/s/1FCSlgsyd51ghL5nzhsAE1w,,,
['野兽家园 Where the Wild Things Are (2009)'],http://www.weizhuos.cn/?p=357,视频：百度云盘 密码: jz5n https://pan.baidu.com/s/1qXZSVPM,,,
['双程 1 - 2'],http://www.weizhuos.cn/?p=358,,,视频：迅雷云盘 提取码：n6m3 https://pan.xunlei.com/s/VMhZu80tMhoQtA1gZRExLsIgA1,
['鲜花宝座 บัลลังก์ดอกไม้ (2016)'],http://www.weizhuos.cn/?p=359,,,,
['王子变青蛙 王子變靑蛙\xa0(2005)'],http://www.weizhuos.cn/?p=360,,,,
['平凡岁月的魅力 The Magic of Ordinary Days (2005)'],http://www.weizhuos.cn/?p=361,,,,
['阴阳师 陰陽師\xa0(2001)'],http://www.weizhuos.cn/?p=362,视频：百度云盘 提取码：k7gp  https://pan.baidu.com/s/1k4tWtCWEl3wT8Q2WPAu37Q,,,
['阴阳师2 陰陽師Ⅱ (2003)'],http://www.weizhuos.cn/?p=363,视频：百度云盘 提取码: wdmg https://pan.baidu.com/s/1-Rmm8ysVmPWzbdHjH3a_FQ,,,
['失业生 失業生 (1981)'],http://www.weizhuos.cn/?p=364,,,,
['本草中国 (2016)'],http://www.weizhuos.cn/?p=365,视频：百度云盘 提取码：0bsz https://pan.baidu.com/s/1zMHZfTOuf3KxVlfM6RfCtw,,,
['P与JK PとJK (2017)'],http://www.weizhuos.cn/?p=366,,,,
['千金女佣 สาวใช้ไฮเทค (2010)'],http://www.weizhuos.cn/?p=367,视频：百度云盘 https://pan.baidu.com/s/1c0oDVbi,,,
['麻辣学院 (2017)'],http://www.weizhuos.cn/?p=368,,,,
['暴力街区 Banlieue 13 1 - 3'],http://www.weizhuos.cn/?p=369,视频：百度云盘 提取码:s61d https://pan.baidu.com/s/1GJG4aMsXtN5Hen4r3iUqaQ,,,
['唯爱永生 Only Lovers Left Alive (2013)'],http://www.weizhuos.cn/?p=370,视频：百度云盘 密码: m8fz https://pan.baidu.com/s/11s0aV-RJwwLr0mLPbC0zQg,,,
['本杰明·巴顿奇事 / 返老还童 The Curious Case of Benjamin Button (2008)'],http://www.weizhuos.cn/?p=371,视频：百度云盘 提取码: vagy https://pan.baidu.com/s/11CkRdhEhyeG0GbSp2oyzDw,,,
['死亡诗社 Dead Poets Society (1989)'],http://www.weizhuos.cn/?p=372,视频：百度云盘 提取码: fahx https://pan.baidu.com/s/1GIhFWkQVsORTJLsIYb-mzA,,,
['悲伤恋歌 슬픈연가 (2005)'],http://www.weizhuos.cn/?p=373,,,,
['全职法师 1 - 5'],http://www.weizhuos.cn/?p=374,,,,
['刀剑神域：序列之争 劇場版 ソードアート・オンライン -オーディナル・スケール-\xa0(2017)'],http://www.weizhuos.cn/?p=376,,,,
['西谎极落之太爆太子太空舱 (2017)'],http://www.weizhuos.cn/?p=377,,,,
['看不见的客人 Contratiempo (2016)'],http://www.weizhuos.cn/?p=378,,,,
['孤岛终结 (2017)'],http://www.weizhuos.cn/?p=379,,,,
['观相 관상 (2013)'],http://www.weizhuos.cn/?p=380,,,,
['樱桃小丸子 第1季+第2季+特别篇+真人版'],http://www.weizhuos.cn/?p=381,视频：百度云盘 密码:95ap https://pan.baidu.com/s/1bxfEeSUD7H3AbIil_-D2BA,,,
['樱桃小丸子：来自意大利的少年 ちびまる子ちゃん イタリアから来た少年 (2015)'],http://www.weizhuos.cn/?p=382,,,,
['未来日记：另一个世界 未来日記-ANOTHER:WORLD-\xa0(2012)'],http://www.weizhuos.cn/?p=383,,,,
['穿越时间线  Timeless Season 1   - 2'],http://www.weizhuos.cn/?p=384,,,,
['K歌情人 Music and Lyrics (2007)'],http://www.weizhuos.cn/?p=385,,,,
['自杀房间 Sala samobójców (2011)'],http://www.weizhuos.cn/?p=386,,,视频：迅雷云盘 提取码：c82y https://pan.xunlei.com/s/VMlf33uMwKVVvst-b7qQp64xA1,
['请回答1988 응답하라 1988 (2015)'],http://www.weizhuos.cn/?p=387,,视频：夸克云盘 https://pan.quark.cn/s/f1ea04c3a6b7,,
['爱情珠宝 (2015)'],http://www.weizhuos.cn/?p=388,,,,
['鸡皮疙瘩 Goosebumps (2015)'],http://www.weizhuos.cn/?p=389,视频：百度云盘 密码: vmy5 https://pan.baidu.com/s/1voMyyxWnZo3ooDlZGJJ-CQ,,,
['鸡皮疙瘩NO.1~NO.6 トリハダ〜夜ふかしのあなたにゾクッとする話を 【2007~2009】【恐怖 / 惊悚】【日本】'],http://www.weizhuos.cn/?p=390,第6部：720p日语中字视频：百度云盘 密码: 6d72 https://pan.baidu.com/s/1rcB3eqI30MgKVq3t_5di0A,,,
['鸡皮疙瘩剧场版 トリハダ 劇場版 1 - 2'],http://www.weizhuos.cn/?p=391,第二部 日语中字视频：百度云盘 密码: bk3u https://pan.baidu.com/s/1E5tv9LkynYy5IdYtlXTE3A,,,
['暗黑剧场 细思极恐小故事 ドクロゲキ〜後味の悪いサスペンス〜\xa0 1 - 2'],http://www.weizhuos.cn/?p=392,视频：百度云盘 密码: cjjj https://pan.baidu.com/s/1E4LzMRI-PBZlpLHkarJSkA,,,
['青年警察 청년경찰\xa0(2017)'],http://www.weizhuos.cn/?p=393,视频：百度云盘 提取码: zhuo   https://pan.baidu.com/s/1Nf69efLJeoOGOxhaXAzUeA?pwd=zhuo,,,
['情迷彼得堡 Бедная Настя (2003)'],http://www.weizhuos.cn/?p=394,视频：百度云盘 提取码：9k7y  https://pan.baidu.com/s/1NoCkYaoxemJIphU_ADmYfw,,,
['使徒行者 电影版 1 - 2 + 剧版1 - 3'],http://www.weizhuos.cn/?p=395,,,,
['反转人生 (2017)'],http://www.weizhuos.cn/?p=396,视频：百度云盘 提取码：8888 https://pan.baidu.com/s/15l1SbyjnoISb9mFlIlLsrw?pwd=8888,,,
['难兄难弟 難兄難弟 (1997)'],http://www.weizhuos.cn/?p=400,视频：百度云盘 提取码：u7wm https://pan.baidu.com/s/13Ugd0kHBiTh2JtwfmW59yg,,,
['青云志 1 - 2'],http://www.weizhuos.cn/?p=401,1.视频：百度云盘 提取码: 2rq4  https://pan.baidu.com/s/1cvqmncZfrNz8FU52uQpwfg,,,
['黑暗侵袭 The Descent 1 - 2'],http://www.weizhuos.cn/?p=402,第二部.视频：百度云盘 提取码：zhuo https://pan.baidu.com/s/1kLDGu7KbrVnFqHN0fLSe4A,,,
['黑暗弥漫 W ciemności (2011)'],http://www.weizhuos.cn/?p=403,,,,
['女间谍 Spy (2015)'],http://www.weizhuos.cn/?p=405,视频：百度云盘|百度云盘|百度云盘 https://yun.baidu.com/s/1eSG7YgE https://pan.baidu.com/s/1mg3uh52 https://yun.baidu.com/s/1o8Ek7hw,,,
['双面女间谍 Alias Season 1 - 5'],http://www.weizhuos.cn/?p=406,,,,
['盾与剑 Щит и Меч\xa0(1968)'],http://www.weizhuos.cn/?p=407,视频：百度云盘 提取码：e7g5 https://pan.baidu.com/s/16NSeieodnfF05ZmKCFPU7Q,,,
['波西杰克逊与魔兽之海 Percy Jackson: Sea of Monsters (2013)'],http://www.weizhuos.cn/?p=408,,,,
['波西杰克逊与神火之盗 Percy Jackson & the Olympians: The Lightning Thief (2010)'],http://www.weizhuos.cn/?p=409,视频：百度云盘  |  百度云盘 https://yun.baidu.com/s/1dFCB9gX https://pan.baidu.com/s/1jHM6vVw,,,
['父母爱情 (2014)'],http://www.weizhuos.cn/?p=410,视频：百度云盘 提取码: 7t2v https://pan.baidu.com/s/19sRnUmQ1bCKMAQbX6GkTLg,视频：夸克云盘（4K推荐） https://pan.quark.cn/s/45342e4ecd64,,
['杀人优越权  V.I.P. 브이아이피 (2017)'],http://www.weizhuos.cn/?p=411,视频：百度云盘 提取码: k6ac   https://pan.baidu.com/s/1DJ7Zg9sxILuWG_LvXBCC1A,,视频：迅雷云盘 提取码：6b3z https://pan.xunlei.com/s/VMlyGnmV4u-e3A3GQ368QKLgA1,
['鬼魅浮生 A Ghost Story (2017)'],http://www.weizhuos.cn/?p=412,,,,
['借东西的小人阿莉埃蒂 借りぐらしのアリエッティ (2010)'],http://www.weizhuos.cn/?p=413,视频：百度云盘 | 百度云盘 https://pan.baidu.com/s/1joK8E https://pan.baidu.com/s/1jgYqn,,,
